OGF_ID,OFFICIAL_NAME,PARK_OR_RESERVE_IDENT,REGULATED_IND,LOCATION_ACCURACY,LOCATION_DESCR,GEOG_UNIT_DESCR,SENSITIVITY_CLASS,SENSITIVITY_DATE,SENSITIVITY_RATIONALE,SENS_RATIONALE_OTHER_DESCR,VERIFICATION_STATUS_FLG,VERIFICATION_STATUS_DATE,BUSINESS_EFF_DATE_FLG,BUSINESS_EFFECTIVE_DATE,BUSINESS_EXPIRY_DATE,SYSTEM_CALCULATED_AREA,SYSTEM_CALCULATED_LENGTH,USER_CALCULATED_METRIC,GENERAL_COMMENTS,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPEAREA,SHAPELEN
1200809099,Potential Rouge Park North of Steeles,176440864860513,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 10, Lot 10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 07:09:31+00,,66683,,0,,,1998/11/23 12:49:17+00,2004/01/08 16:22:27+00,33,0,0
1200809225,Potential Rouge Park North of Steeles,176328834859604,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 4, Lot 16-19",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:19:04+00,,1571385,,0,,,1998/11/23 12:50:05+00,2004/01/08 16:22:27+00,34,0,0
1200809095,Potential Rouge Park North of Steeles,176449114859424,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 10, Lot 6-8",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 07:02:41+00,,1364776,,0,,,1998/11/23 12:49:15+00,2004/01/08 16:22:27+00,35,0,0
1200809097,Potential Rouge Park North of Steeles,176446234859793,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 10, Lot 8",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 07:05:55+00,,120060,,0,,,1998/11/23 12:49:16+00,2004/01/08 16:22:27+00,36,0,0
1200809223,Potential Rouge Park North of Steeles,176333644859954,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 17,18",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:17:51+00,,11574,,0,,,1998/11/23 12:50:04+00,2004/01/08 16:22:27+00,37,0,0
1200809259,Potential Rouge Park North of Steeles,176308834859162,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 3, Lot 16-19",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 13:40:57+00,,1300175,,0,,,1998/11/23 12:50:18+00,2004/01/08 16:22:27+00,38,0,0
1200809220,Potential Rouge Park North of Steeles,176353804859624,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 14,15",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:04:53+00,,108358,,0,,,1998/11/23 12:50:03+00,2004/01/08 16:22:27+00,39,0,0
1200809222,Potential Rouge Park North of Steeles,176338524859695,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 16",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:17:34+00,,33971,,0,,,1998/11/23 12:50:04+00,2004/01/08 16:22:27+00,40,0,0
1201713343,City of Vaughan Property 1,Vaughan-1,No,Within 10 metres,"York Region, City of Vaughan, Pt Lots 23 to 25, Conc. 2",Property Owner - City of Vaughan,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,2002/05/21 00:00:00+00,Estimated,2002/05/21 00:00:00+00,,258417.891,,0,,,2002/05/21 07:45:02+00,2004/01/08 16:22:27+00,41,0,0
1200809127,Potential Rouge Park North of Steeles,176408364859568,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 8, Lot 10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 08:31:35+00,,64161,,0,,,1998/11/23 12:49:27+00,2004/01/08 16:22:27+00,42,0,0
1200809126,Potential Rouge Park North of Steeles,176406174859342,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 8, Lot 10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 08:30:21+00,,62740,,0,,,1998/11/23 12:49:27+00,2004/01/08 16:22:27+00,43,0,0
1200809219,Potential Rouge Park North of Steeles,176353904859323,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 14",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:04:39+00,,32628,,0,,,1998/11/23 12:50:03+00,2004/01/08 16:22:27+00,44,0,0
1200809096,Potential Rouge Park North of Steeles,176440364859335,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 10, Lot 7",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 07:04:11+00,,5246,,0,,,1998/11/23 12:49:16+00,2004/01/08 16:22:27+00,45,0,0
1200809215,Potential Rouge Park North of Steeles,176348834859079,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 14",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:03:25+00,,79962,,0,,,1998/11/23 12:50:01+00,2004/01/08 16:22:27+00,46,0,0
1200809216,Potential Rouge Park North of Steeles,176355144859090,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 13,14",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:03:46+00,,11684,,0,,,1998/11/23 12:50:01+00,2004/01/08 16:22:27+00,47,0,0
1200809094,Potential Rouge Park North of Steeles,176449624859100,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 10, Lot 6",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 06:58:00+00,,168070,,0,,,1998/11/23 12:49:15+00,2004/01/08 16:22:27+00,48,0,0
1200809125,Potential Rouge Park North of Steeles,176407294859130,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 8, Lot 9,10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 08:29:07+00,,27938,,0,,,1998/11/23 12:49:26+00,2004/01/08 16:22:27+00,49,0,0
1200809193,Potential Rouge Park North of Steeles,176356894858963,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 13",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:19:29+00,,20395,,0,,,1998/11/23 12:49:52+00,2004/01/08 16:22:27+00,50,0,0
1200809210,Potential Rouge Park North of Steeles,176355624859017,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 13",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:53:46+00,,2112,,0,,,1998/11/23 12:49:59+00,2004/01/08 16:22:27+00,51,0,0
1200809211,Potential Rouge Park North of Steeles,176355834858933,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 13",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:53:59+00,,8283,,0,,,1998/11/23 12:50:00+00,2004/01/08 16:22:27+00,52,0,0
1200809170,Potential Rouge Park North of Steeles,176367394858872,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 11:44:10+00,,5068,,0,,,1998/11/23 12:49:43+00,2004/01/08 16:22:27+00,53,0,0
1200809192,Potential Rouge Park North of Steeles,176357234858747,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 13",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:19:16+00,,25445,,0,,,1998/11/23 12:49:52+00,2004/01/08 16:22:27+00,54,0,0
1200809212,Potential Rouge Park North of Steeles,176356034858841,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 13",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:02:40+00,,3173,,0,,,1998/11/23 12:50:00+00,2004/01/08 16:22:27+00,55,0,0
1200809171,Potential Rouge Park North of Steeles,176366914858741,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11,12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 11:47:59+00,,27067,,0,,,1998/11/23 12:49:44+00,2004/01/08 16:22:27+00,56,0,0
1200809194,Potential Rouge Park North of Steeles,176358244858781,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 13",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:27:55+00,,4937,,0,,,1998/11/23 12:49:53+00,2004/01/08 16:22:27+00,57,0,0
1200809189,Potential Rouge Park North of Steeles,176360254858709,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:18:27+00,,68345,,0,,,1998/11/23 12:49:50+00,2004/01/08 16:22:27+00,58,0,0
1200809131,Potential Rouge Park North of Steeles,176398394858843,,RE Reliable (to 100m),"York Region, Markham Twp. Conc. 7, Lot 9,10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 08:36:23+00,,12686,,0,,,1998/11/23 12:49:28+00,2004/01/08 16:22:27+00,59,0,0
1200809130,Potential Rouge Park North of Steeles,176401284858785,,RE Reliable (to 100m),"York Region, Markham Twp., conc. 8, Lot 9",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 08:35:12+00,,16146,,0,,,1998/11/23 12:49:28+00,2004/01/08 16:22:27+00,60,0,0
1200809169,Potential Rouge Park North of Steeles,176367754858780,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 11:43:12+00,,3343,,0,,,1998/11/23 12:49:43+00,2004/01/08 16:22:27+00,61,0,0
1200809093,Potential Rouge Park North of Steeles,176452674858763,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 10, Lot 5",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 06:53:31+00,,81583,,0,,,1998/11/23 12:49:15+00,2004/01/08 16:22:27+00,62,0,0
1200809172,Potential Rouge Park North of Steeles,176366524858682,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11,12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 11:49:21+00,,10280,,0,,,1998/11/23 12:49:44+00,2004/01/08 16:22:27+00,63,0,0
1200809168,Potential Rouge Park North of Steeles,176368254858677,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11,12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 11:42:25+00,,24539,,0,,,1998/11/23 12:49:43+00,2004/01/08 16:22:27+00,64,0,0
1200809213,Potential Rouge Park North of Steeles,176355954858725,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 13",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:02:58+00,,1211,,0,,,1998/11/23 12:50:00+00,2004/01/08 16:22:27+00,65,0,0
1200809136,Potential Rouge Park North of Steeles,176392544858651,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 7, Lot 10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 09:01:31+00,,38154,,0,,,1998/11/23 12:49:30+00,2004/01/08 16:22:27+00,66,0,0
1200809208,Potential Rouge Park North of Steeles,176353914858641,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 13",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:53:13+00,,41267,,0,,,1998/11/23 12:49:58+00,2004/01/08 16:22:27+00,67,0,0
1200809132,Potential Rouge Park North of Steeles,176398394858723,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 7, Lot 9",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 08:50:17+00,,24629,,0,,,1998/11/23 12:49:29+00,2004/01/08 16:22:27+00,68,0,0
1200809167,Potential Rouge Park North of Steeles,176369384858582,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11,12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 11:41:17+00,,12381,,0,,,1998/11/23 12:49:42+00,2004/01/08 16:22:27+00,69,0,0
1200809091,Potential Rouge Park North of Steeles,176453674858226,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 10, Lot 3-4",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 06:33:47+00,,1677157,,0,,,1998/11/23 12:49:14+00,2004/01/08 16:22:27+00,70,0,0
1200809188,Potential Rouge Park North of Steeles,176359254858549,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:17:57+00,,74339,,0,,,1998/11/23 12:49:50+00,2004/01/08 16:22:27+00,71,0,0
1200809206,Potential Rouge Park North of Steeles,176356524858632,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:52:45+00,,6090,,0,,,1998/11/23 12:49:57+00,2004/01/08 16:22:27+00,72,0,0
1200809173,Potential Rouge Park North of Steeles,176365684858590,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11,12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 11:50:25+00,,28998,,0,,,1998/11/23 12:49:45+00,2004/01/08 16:22:27+00,73,0,0
1200809166,Potential Rouge Park North of Steeles,176369754858651,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 10:52:22+00,,7316,,0,,,1998/11/23 12:49:42+00,2004/01/08 16:22:27+00,74,0,0
1200809137,Potential Rouge Park North of Steeles,176389544858694,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 7, Lot 10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 09:02:35+00,,2819,,0,,,1998/11/23 12:49:31+00,2004/01/08 16:22:27+00,75,0,0
1200809092,Potential Rouge Park North of Steeles,176449574858530,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 10, Lot 5",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 06:35:23+00,,44400,,0,,,1998/11/23 12:49:14+00,2004/01/08 16:22:27+00,76,0,0
1200809187,Potential Rouge Park North of Steeles,176360554858470,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:16:48+00,,27248,,0,,,1998/11/23 12:49:50+00,2004/01/08 16:22:27+00,77,0,0
1200809207,Potential Rouge Park North of Steeles,176356664858557,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:52:59+00,,1574,,0,,,1998/11/23 12:49:58+00,2004/01/08 16:22:27+00,78,0,0
1200809205,Potential Rouge Park North of Steeles,176356894858465,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:52:31+00,,8017,,0,,,1998/11/23 12:49:57+00,2004/01/08 16:22:27+00,79,0,0
1200809285,Potential Rouge Park North of Steeles,176398174858588,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 7, Lot 9",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 14:15:29+00,,3224,,0,,,1998/11/23 12:50:28+00,2004/01/08 16:22:27+00,80,0,0
1200809157,Potential Rouge Park North of Steeles,176371084858443,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6 Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/08 00:00:00+00,Estimated,1998/05/08 18:25:58+00,,44059,,0,,,1998/11/23 12:49:38+00,2004/01/08 16:22:27+00,81,0,0
1200809186,Potential Rouge Park North of Steeles,176362324858483,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:13:36+00,,2413,,0,,,1998/11/23 12:49:49+00,2004/01/08 16:22:27+00,82,0,0
1200809183,Potential Rouge Park North of Steeles,176361344858384,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11, 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 19:17:21+00,,40665,,0,,,1998/11/23 12:49:48+00,2004/01/08 16:22:27+00,83,0,0
1200809190,Potential Rouge Park North of Steeles,176357874858393,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:18:46+00,,7739,,0,,,1998/11/23 12:49:51+00,2004/01/08 16:22:27+00,84,0,0
1200809202,Potential Rouge Park North of Steeles,176356754858290,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:41:22+00,,10568,,0,,,1998/11/23 12:49:56+00,2004/01/08 16:22:27+00,85,0,0
1200809138,Potential Rouge Park North of Steeles,176380604858256,,RE Reliable (to 100m),"York Region, Markham Twp. Conc. 7, Lot 10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 09:03:40+00,,21007,,0,,,1998/11/23 12:49:31+00,2004/01/08 16:22:27+00,86,0,0
1200809203,Potential Rouge Park North of Steeles,176357164858324,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 12",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:41:38+00,,1373,,0,,,1998/11/23 12:49:56+00,2004/01/08 16:22:27+00,87,0,0
1200809134,Potential Rouge Park North of Steeles,176394784858100,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 7, Lot 8",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 08:59:07+00,,278338,,0,,,1998/11/23 12:49:30+00,2004/01/08 16:22:27+00,88,0,0
1200809184,Potential Rouge Park North of Steeles,176358974858135,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 19:19:09+00,,38279,,0,,,1998/11/23 12:49:49+00,2004/01/08 16:22:27+00,89,0,0
1200809162,Potential Rouge Park North of Steeles,176363074858215,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6 Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/08 00:00:00+00,Estimated,1998/05/08 18:36:23+00,,5391,,0,,,1998/11/23 12:49:40+00,2004/01/08 16:22:27+00,90,0,0
1200809161,Potential Rouge Park North of Steeles,176364174858188,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/08 00:00:00+00,Estimated,1998/05/08 18:34:49+00,,7999,,0,,,1998/11/23 12:49:40+00,2004/01/08 16:22:27+00,91,0,0
1200809201,Potential Rouge Park North of Steeles,176357164858171,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:41:09+00,,1648,,0,,,1998/11/23 12:49:55+00,2004/01/08 16:22:27+00,92,0,0
1200809164,Potential Rouge Park North of Steeles,176362794858173,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 10:41:46+00,,801,,0,,,1998/11/23 12:49:41+00,2004/01/08 16:22:27+00,93,0,0
1200809165,Potential Rouge Park North of Steeles,176363044858150,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 10:50:49+00,,3037,,0,,,1998/11/23 12:49:41+00,2004/01/08 16:22:27+00,94,0,0
1200809160,Potential Rouge Park North of Steeles,176364394858121,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/08 00:00:00+00,Estimated,1998/05/08 18:32:55+00,,10711,,0,,,1998/11/23 12:49:40+00,2004/01/08 16:22:27+00,95,0,0
1200809185,Potential Rouge Park North of Steeles,176359004857999,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 11",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 19:20:42+00,,16869,,0,,,1998/11/23 12:49:49+00,2004/01/08 16:22:27+00,96,0,0
1200809089,Potential Rouge Park North of Steeles,176441824858073,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 9, Lot 4-5",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 06:19:40+00,,12409,,0,,,1998/11/23 12:49:13+00,2004/01/08 16:22:27+00,97,0,0
1200809256,Potential Rouge Park North of Steeles,176317984857733,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 4, Lot 13,14",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 13:40:00+00,,41348,,0,,,1998/11/23 12:50:17+00,2004/01/08 16:22:27+00,98,0,0
1200809180,Potential Rouge Park North of Steeles,176359124857750,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 6, Lot 10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/09 00:00:00+00,Estimated,1998/05/09 19:10:38+00,,20462,,0,,,1998/11/23 12:49:47+00,2004/01/08 16:22:27+00,99,0,0
1200809198,Potential Rouge Park North of Steeles,176357394857787,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 9",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:29:10+00,,22032,,0,,,1998/11/23 12:49:54+00,2004/01/08 16:22:27+00,100,0,0
1200809139,Potential Rouge Park North of Steeles,176382364857628,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 7, Lot 8,9",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 09:05:14+00,,98588,,0,,,1998/11/23 12:49:32+00,2004/01/08 16:22:27+00,101,0,0
1200809199,Potential Rouge Park North of Steeles,176355604857701,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 9",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 11:40:34+00,,2461,,0,,,1998/11/23 12:49:54+00,2004/01/08 16:22:27+00,102,0,0
1200809217,Potential Rouge Park North of Steeles,176349524859302,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 13-15",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:04:05+00,,247310,,0,,,1998/11/23 12:50:02+00,2004/01/08 16:22:27+00,103,0,0
1200809128,Potential Rouge Park North of Steeles,176403434859402,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 8, Lot 9,10",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/01 00:00:00+00,Estimated,1998/05/01 08:32:30+00,,101142,,0,,,1998/11/23 12:49:27+00,2004/01/08 16:22:27+00,104,0,0
1200809218,Potential Rouge Park North of Steeles,176342834859154,,RE Reliable (to 100m),"York Region, Markham Twp., Conc. 5, Lot 14-15",,Non-Sensitive,2007/01/06 22:53:22+00,No Restriction Needed,,Verified,1998/05/10 00:00:00+00,Estimated,1998/05/10 12:04:20+00,,52279,,0,,,1998/11/23 12:50:02+00,2004/01/08 16:22:27+00,105,0,0
