OGF_ID,PROTECTED_SITE_IDENT,PROTECTED_AREA_NAME_ENG,PROTECTED_AREA_NAME_FR,PROTECTED_AREA_NAME_OJIBWA,PROTECTED_AREA_NAME_OJI_CREE,PROTECTED_AREA_NAME_CREE,TYPE_ENG,TYPE_FR,STATUS_ENG,STATUS_FR,COMMON_SHORT_NAME,IUCN_CATEGORY,REGULATION_DATE,REGULATION_NUMBER,REGULATED_AREA,OPERATING_STATUS_IND,PROVINCIAL_PARK_CLASS_ENG,PROVINCIAL_PARK_CLASS_FR,NSUID,PARENTID,OWNER_ENG,OWNER_FR,MANAGEMENT_ENG,MANAGEMENT_FR,LOCATION_ENG,LOCATION_FR,LEGISLATION,PROTDATE,URL,M_AREA,PROV_PARK_ADMIN_ZONE_ID,CLUSTER_NAME,SYSTEM_CALCULATED_AREA,GENERAL_COMMENTS,OVERLAY_IND,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPEAREA,SHAPELEN
963708,P2012,FAIRBANK PROVINCIAL PARK (RECREATIONAL CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,FAIRBANK,II,1972/12/31 00:00:00+00,72/72,105.22,Yes,Recreational,Loisirs,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1957,www.ontarioparks.com/english/,,66563676,Windy Lake Cluster (Northeast Zone),1030827.472,,No,,2017/07/11 16:20:10+00,2021/04/29 16:59:25+00,37201,0,0
66831774,P2347e,BLUE LAKE PROVINCIAL PARK (NATURAL ENVIRONMENT CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,BLUE LAKE,II,2003/05/22 00:00:00+00,210/03,2314,Yes,Natural Environment,Environnement naturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1960,www.ontarioparks.com/english/,,66563677,Dryden Cluster (Northwest Zone),23193762.337,,No,,2015/11/12 11:13:17+00,2021/04/29 16:59:25+00,37217,0,0
963809,P2212e,NEYS PROVINCIAL PARK (NATURAL ENVIRONMENT CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,NEYS  ,II,2012/05/18 00:00:00+00,95/12,5475,Yes,Natural Environment,Environnement naturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1965,www.ontarioparks.com/english/,,66563677,Nipigon Cluster (Northwest Zone),54765690.186,OHN Edit,No,2019/12/20 17:27:40+00,2019/12/20 16:18:58+00,2021/04/29 16:59:25+00,37233,0,0
49000225,P2261,GULL RIVER PROVINCIAL PARK (WATERWAY CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,GULL RIVER    ,II,2003/06/28 00:00:00+00,238/03,7194,No,Waterway,Voie navigable,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2003,www.ontarioparks.com/english/,,66563677,Sleeping Giant Cluster (Northwest Zone),71944241.369,,No,,2015/11/12 11:13:18+00,2021/04/29 16:59:25+00,37249,0,0
963820,P3704,OPASQUIA PROVINCIAL PARK,,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,OPASQUIA  ,Ib,1989/12/31 00:00:00+00,256/89,473000,No,Wilderness,Région sauvage,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1983,www.ontarioparks.com/english/,,66563677,Red Lake Cluster (Northwest Zone),4647746052.655,,No,,2015/11/12 11:13:18+00,2021/04/29 16:59:25+00,37281,0,0
963674,P400,BONNECHERE PROVINCIAL PARK (RECREATIONAL CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,BONNECHERE  ,II,1994/03/28 00:00:00+00,174/94,162,Yes,Recreational,Loisirs,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1971,www.ontarioparks.com/english/,,66563680,Bonnechere Park Cluster (Algonquin Zone),1553571.741,,No,,2017/07/11 16:18:41+00,2021/04/29 16:59:25+00,37297,0,0
963771,P4460,LION'S HEAD PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,LION'S HEAD  ,Ia,1985/12/31 00:00:00+00,45/85,526,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1985,www.ontarioparks.com/english/,,66563682,MacGregor Point Cluster (Southwest Zone),5099824.58,,No,,2017/07/11 16:52:56+00,2021/04/29 16:59:25+00,37313,0,0
107863787,P442,STRAWBERRY ISLAND PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,STRAWBERRY ISLAND,Ia,2014/03/06 00:00:00+00,45/14,1145,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2014,www.ontarioparks.com/english/,,66563676,Windy Lake Cluster (Northeast Zone),11462583.75,,No,2014/03/13 16:01:08+00,2015/11/12 11:13:17+00,2021/04/29 16:59:25+00,37329,0,0
49000199,P269,NORTH CHANNEL INSHORE PROVINCIAL PARK (WATERWAY CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,NORTH CHANNEL INSHORE    ,II,2002/11/22 00:00:00+00,311/02,3762,No,Waterway,Voie navigable,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2002,www.ontarioparks.com/english/,,66563676,Mississagi/Spanish River Cluster (Northeast Zone),37842780.774,,No,,2015/11/12 11:13:19+00,2021/04/29 16:59:25+00,37345,0,0
963692,P2555,CRANBERRY LAKE PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,CRANBERRY LAKE  ,Ia,1985/12/31 00:00:00+00,45/85,2800,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1985,www.ontarioparks.com/english/,,66563677,Kenora Cluster (Northwest Zone),25434345.119,OHN Edit,No,2015/11/25 16:38:17+00,2019/12/20 11:44:06+00,2021/04/29 16:59:25+00,37361,0,0
963853,P4483,RONDEAU PROVINCIAL PARK (NATURAL ENVIRONMENT CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,RONDEAU  ,II,1984/03/30 00:00:00+00,187/84,3254,Yes,Natural Environment,Environnement naturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1894,www.ontarioparks.com/english/,,66563682,Rondeau Cluster (Southwest Zone),32973709.369,,No,,2017/07/12 09:37:31+00,2021/04/29 16:59:25+00,37377,0,0
963806,P1764,NAGAGAMI LAKE PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,NAGAGAMI LAKE  ,Ia,1985/12/31 00:00:00+00,45/85,1650,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1985,www.ontarioparks.com/english/,,66563676,Hearst Area Cluster (Northeast Zone),17204223.233,,No,,2017/07/11 16:54:50+00,2021/04/29 16:59:25+00,37393,0,0
963700,P4438,DUCLOS POINT PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,DUCLOS POINT  ,Ia,1985/12/31 00:00:00+00,279/85,111,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1985,www.ontarioparks.com/english/,,66563681,Sibbald Point Cluster (Southeast Zone),1091388.896,,No,,2017/07/11 16:43:26+00,2021/04/29 16:59:25+00,37409,0,0
963864,P4486,SELKIRK PROVINCIAL PARK (RECREATIONAL CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,SELKIRK  ,II,1978/12/31 00:00:00+00,517/78,72.64,Yes,Recreational,Loisirs,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1967,www.ontarioparks.com/english/,,66563682,Turkey Point Cluster (Southwest Zone),707610.037,,No,,2017/07/11 16:24:21+00,2021/04/29 16:59:25+00,37425,0,0
963783,P1926,MANITOU ISLANDS PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,MANITOU ISLANDS  ,Ia,1989/05/08 00:00:00+00,259/89,1925.8,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1989,www.ontarioparks.com/english/,,66563676,Killarney Cluster (Northeast Zone),17598669.539,,No,2020/04/03 12:36:52+00,2020/04/03 10:06:51+00,2021/04/29 16:59:25+00,37441,0,0
963819,P2523,OJIBWAY PROVINCIAL PARK (NATURAL ENVIRONMENT CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,OJIBWAY  ,II,1972/12/31 00:00:00+00,72/72,2630.55,Yes,Natural Environment,Environnement naturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1963,www.ontarioparks.com/english/,,66563677,Dryden Cluster (Northwest Zone),26457016.607,,No,,2017/07/12 09:36:27+00,2021/04/29 16:59:25+00,37457,0,0
963838,P4477,PORT BURWELL PROVINCIAL PARK (RECREATIONAL CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,PORT BURWELL  ,II,2017/12/18 00:00:00+00,548/17,239,Yes,Recreational,Loisirs,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1971,www.ontarioparks.com/english/,,66563682,Port Burwell Cluster (Southwest Zone),2409287.634,,No,2018/01/26 13:56:14+00,2018/02/02 12:04:21+00,2021/04/29 16:59:25+00,37473,0,0
963675,P60e,BONNECHERE RIVER PROVINCIAL PARK (WATERWAY CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,BONNECHERE RIVER    ,II,1989/05/08 00:00:00+00,256/89,1198,No,Waterway,Voie navigable,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1989,www.ontarioparks.com/english/,,66563680,Bonnechere Park Cluster (Algonquin Zone),11523246.756,,No,,2017/07/11 16:29:05+00,2021/04/29 16:59:25+00,37489,0,0
963777,P2591,LOLA LAKE PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,LOLA LAKE  ,Ia,1998/04/23 00:00:00+00,167/98,6572,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1985,www.ontarioparks.com/english/,,66563677,Dryden Cluster (Northwest Zone),61483195.896,OHN Edit,No,2019/12/20 17:27:40+00,2019/12/20 15:58:22+00,2021/04/29 16:59:25+00,37505,0,0
68974819,P1589e,GREENWATER PROVINCIAL PARK (NATURAL ENVIRONMENT CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,GREENWATER  ,II,2009/07/13 00:00:00+00,180/05,8504,No,Natural Environment,Environnement naturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1957,www.ontarioparks.com/english/,,66563676,Cochrane Cluster (Northeast Zone),85021345.06,,No,,2015/11/12 11:13:19+00,2021/04/29 16:59:25+00,37521,0,0
49000101,P4709,SERPENT MOUNDS PROVINCIAL PARK (CULTURAL HERITAGE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,SERPENT MOUNDS  ,III,1983/12/31 00:00:00+00,154/83,135.12,No,Cultural Heritage,Patrimoine Culturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1957,www.ontarioparks.com/english/,,66563681,Emily Cluster (Southeast Zone),1196687.642,,No,,2017/07/11 16:14:05+00,2021/04/29 16:59:25+00,37585,0,0
963797,P1933,MISERY BAY PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,MISERY BAY  ,Ia,2017/06/28 00:00:00+00,210/17,1076,Yes,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1989,www.ontarioparks.com/english/,,66563676,Windy Lake Cluster (Northeast Zone),10778652.408,,No,2014/03/13 16:01:15+00,2017/08/15 16:10:59+00,2021/04/29 16:59:25+00,37601,0,0
68054158,P2702,GOOSE ISLAND PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,GOOSE ISLAND,Ia,2008/06/09 00:00:00+00,197/08,72,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2008,www.ontarioparks.com/english/,,66563677,Kenora Cluster (Northwest Zone),715239.885,,No,2015/11/25 16:38:17+00,2015/11/25 13:42:42+00,2021/04/29 16:59:25+00,37617,0,0
54056126,P1918,OBABIKA RIVER PROVINCIAL PARK (WATERWAY CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,OBABIKA RIVER  ,II,1997/02/20 00:00:00+00,52/97,20520,Yes,Waterway,Voie navigable,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1989,www.ontarioparks.com/english/,,66563676,Temagami Area Cluster (Northeast Zone),201397443.811,,No,,2017/07/11 16:34:00+00,2021/04/29 16:59:25+00,37633,0,0
963774,P2664,LITTLE CURRENT RIVER PROVINCIAL PARK,,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,LITTLE CURRENT RIVER  ,II,1989/05/08 00:00:00+00,256/89,9930,No,Waterway,Voie navigable,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1989,www.ontarioparks.com/english/,,66563677,Nipigon Cluster (Northwest Zone),96749605.575,,No,,2015/11/12 11:13:18+00,2021/04/29 16:59:25+00,37649,0,0
963835,P3935,POLAR BEAR PROVINCIAL PARK,,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,POLAR BEAR  ,Ib,1998/01/01 00:00:00+00,110/98,2355200,No,Wilderness,Région sauvage,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1970,www.ontarioparks.com/english/,,66563676,Cochrane Cluster (Northeast Zone),23140229357.813,,No,,2015/11/12 11:13:19+00,2021/04/29 16:59:25+00,37665,0,0
67389130,P125,BISSETT CREEK PROVINCIAL PARK (WATERWAY CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,BISSETT CREEK,II,2006/06/20 00:00:00+00,331/06,1676,No,Waterway,Voie navigable,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2006,www.ontarioparks.com/english/,,66563680,Mattawa-Ottawa River Valley Cluster (Algonquin Zone),16637370.138,,No,,2015/11/12 11:13:18+00,2021/04/29 16:59:25+00,37681,0,0
116809895,P4717,BROCKVILLE LONG SWAMP FEN PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,BROCKVILLE LONG SWAMP FEN,Ia,2017/06/28 00:00:00+00,210/17,174,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2017,www.ontarioparks.com/english/,,66563681,Charleston Lake Cluster (Southeast Zone),1740104.434,,No,2017/07/10 16:04:47+00,2017/07/10 12:53:52+00,2021/04/29 16:59:25+00,37697,0,0
963659,P377,ARROWHEAD PROVINCIAL PARK (NATURAL ENVIRONMENT CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,ARROWHEAD  ,II,1993/03/12 00:00:00+00,111/93,1237,Yes,Natural Environment,Environnement naturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1971,www.ontarioparks.com/english/,,66563680,Arrowhead Park Cluster (Algonquin Zone),12475724.511,,No,2018/10/31 11:43:49+00,2018/10/31 11:25:24+00,2021/04/29 16:59:25+00,37713,0,0
963888,P1834,THACKERAY PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,THACKERAY  ,Ia,1985/12/31 00:00:00+00,45/85,116,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1985,www.ontarioparks.com/english/,,66563676,Cochrane Cluster (Northeast Zone),1160009.107,,No,,2017/07/11 17:00:41+00,2021/04/29 16:59:25+00,37729,0,0
963701,P4439,DUNCAN ESCARPMENT PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,DUNCAN ESCARPMENT  ,Ia,1998/05/09 00:00:00+00,167/98,161,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1985,www.ontarioparks.com/english/,,66563682,Wasaga Beach Cluster (Southwest Zone),1742413.145,,No,,2017/07/11 16:43:37+00,2021/04/29 16:59:25+00,37745,0,0
107865831,P441,QUEEN ELIZABETH THE QUEEN MOTHER MNIDOO MNISING PROVINCIAL PARK (NATURAL ENVIRONMENT CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,QUEEN ELIZABETH THE QUEEN MOTHER MNIDOO MNISING ,II,2014/03/06 00:00:00+00,45/14,6530,No,Natural Environment,Environnement naturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2014,www.ontarioparks.com/english/,,66563676,Windy Lake Cluster (Northeast Zone),65305663.563,,No,2014/03/13 16:01:10+00,2015/11/12 11:13:17+00,2021/04/29 16:59:25+00,37777,0,0
963705,P56e,EGAN CHUTES PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,EGAN CHUTES  ,Ia,1989/04/24 00:00:00+00,290/89,322,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1989,www.ontarioparks.com/english/,,66563681,Silent Lake Cluster (Southeast Zone),3427841.215,,No,,2017/07/11 16:45:42+00,2021/04/29 16:59:25+00,37793,0,0
963803,P1877,MONTREAL RIVER PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,MONTREAL RIVER  ,Ia,1980/12/31 00:00:00+00,821/80,43.7,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1968,www.ontarioparks.com/english/,,66563677,Lake Superior Cluster (Northwest Zone),434468.475,,No,,2017/07/11 16:54:27+00,2021/04/29 16:59:25+00,37809,0,0
963914,P1749,WILLIAMS ISLAND PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,WILLIAMS ISLAND  ,Ia,1985/12/31 00:00:00+00,279/85,8,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1985,www.ontarioparks.com/english/,,66563676,Cochrane Cluster (Northeast Zone),80014.23,,No,,2017/07/11 17:02:09+00,2021/04/29 16:59:25+00,37841,0,0
963789,P2646,MATAWIN RIVER PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,MATAWIN RIVER  ,Ia,1985/12/31 00:00:00+00,81/85,2615,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1985,www.ontarioparks.com/english/,,66563677,Kakabeka Cluster (Northwest Zone),26240386.355,,No,,2017/07/11 16:54:05+00,2021/04/29 16:59:25+00,37857,0,0
49000094,P1504,PAN LAKE FEN PROVINCIAL PARK (NATURE RESERVE CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,PAN LAKE FEN  ,Ia,2000/12/21 00:00:00+00,685/00,496,No,Nature Reserve,Réserve naturelle,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2000,www.ontarioparks.com/english/,,66563677,White Lake Cluster (Northwest Zone),4952184.262,OHN Edit,No,2015/11/25 16:38:17+00,2019/12/20 16:41:57+00,2021/04/29 16:59:25+00,37873,0,0
67490982,P60,BONNECHÈRE RIVER PROVINCIAL PARK (WATERWAY CLASS) ADDITION,,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,BONNECHÈRE RIVER ADDITION  ,II,2003/06/28 00:00:00+00,238/03,20,No,Waterway,Voie navigable,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2003,www.ontarioparks.com/english/,,66563680,Bonnechere Park Cluster (Algonquin Zone),187245.936,,No,,2017/03/03 16:32:58+00,2021/04/29 16:59:25+00,37889,0,0
66831784,P20e,SILENT LAKE PROVINCIAL PARK (NATURAL ENVIRONMENT CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,SILENT LAKE,II,2017/06/28 00:00:00+00,210/17,1610,Yes,Natural Environment,Environnement naturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1977,www.ontarioparks.com/english/,,66563681,Silent Lake Cluster (Southeast Zone),14412796.162,,No,2012/07/17 10:05:51+00,2021/02/15 12:15:44+00,2021/04/29 16:59:25+00,37905,0,0
963823,P405,OTTAWA RIVER PROVINCIAL PARK (WATERWAY CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,OTTAWA RIVER  ,II,1989/05/24 00:00:00+00,290/89,125.05,No,Waterway,Voie navigable,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1989,www.ontarioparks.com/english/,,66563680,Bonnechere Park Cluster (Algonquin Zone),1256314.016,,No,,2017/07/11 16:31:05+00,2021/04/29 16:59:25+00,37921,0,0
49000213,P253,GOULAIS RIVER PROVINCIAL PARK (WATERWAY CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,GOULAIS RIVER    ,II,2003/05/22 00:00:00+00,210/03,5086,No,Waterway,Voie navigable,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",2003,www.ontarioparks.com/english/,,66563676,Algoma Cluster (Northeast Zone),50843145.195,,No,,2015/11/12 11:13:19+00,2021/04/29 16:59:25+00,37937,0,0
963702,P4440,EARL ROWE PROVINCIAL PARK (RECREATIONAL CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,EARL ROWE  ,II,1982/12/31 00:00:00+00,768/82,312.42,Yes,Recreational,Loisirs,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1964,www.ontarioparks.com/english/,,66563682,Earl Rowe Cluster (Southwest Zone),3117781.645,,No,,2017/07/12 09:43:25+00,2021/04/29 16:59:25+00,37953,0,0
963741,P4454,JAMES N. ALLAN PROVINCIAL PARK (RECREATIONAL CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,JAMES N. ALLAN  ,II,1994/03/28 00:00:00+00,179/94,117,No,Recreational,Loisirs,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1989,www.ontarioparks.com/english/,,66563682,Bronte Creek Cluster (Southwest Zone),1203694.29,,No,,2017/07/11 16:20:59+00,2021/04/29 16:59:25+00,37969,0,0
67340154,P8e,BON ECHO PROVINCIAL PARK (NATURAL ENVIRONMENT CLASS),,,,,Provincial Park,Parc provincial,Regulated Provincial Park,Parc provincial réglementé,BON ECHO  ,II,2006/06/20 00:00:00+00,331/06,8294,Yes,Natural Environment,Environnement naturel,,,Province of Ontario,La Province de l'Ontario,Ontario Parks,Parcs Ontario,Ontario,Ontario,"Provincial Parks and Conservation Reserves Act, 2006",1971,www.ontarioparks.com/english/,,66563681,Bon Echo Cluster (Southeast Zone),83251813.994,,No,,2015/11/12 11:13:17+00,2021/04/29 16:59:25+00,37985,0,0
